timestamp,device_id,src_ip,dst_ip,port,protocol,bytes,duration,attack_type
2026-03-13T13:48:19.954981+00:00,sensor_01,192.168.1.111,192.168.1.218,58,TCP,64,0.01,recon
2026-03-13T13:48:21.995724+00:00,sensor_01,192.168.1.111,192.168.1.249,62,TCP,64,0.01,recon
2026-03-13T13:48:24.026174+00:00,sensor_01,192.168.1.111,192.168.1.208,69,TCP,64,0.01,recon
2026-03-13T13:48:24.764487+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:48:26.074568+00:00,sensor_01,192.168.1.111,192.168.1.143,71,TCP,64,0.01,recon
2026-03-13T13:48:28.121094+00:00,sensor_01,192.168.1.111,192.168.1.141,78,TCP,64,0.01,recon
2026-03-13T13:48:30.167139+00:00,sensor_01,192.168.1.111,192.168.1.75,85,TCP,64,0.01,recon
2026-03-13T13:48:31.784229+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:48:32.221338+00:00,sensor_01,192.168.1.111,192.168.1.63,105,TCP,64,0.01,recon
2026-03-13T13:48:34.272022+00:00,sensor_01,192.168.1.111,192.168.1.189,109,TCP,64,0.01,recon
2026-03-13T13:48:36.308926+00:00,sensor_01,192.168.1.111,192.168.1.189,117,TCP,64,0.01,recon
2026-03-13T13:48:38.367969+00:00,sensor_01,192.168.1.111,192.168.1.36,151,TCP,64,0.01,recon
2026-03-13T13:48:38.816607+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:48:40.413938+00:00,sensor_01,192.168.1.111,192.168.1.213,153,TCP,64,0.01,recon
2026-03-13T13:48:42.457918+00:00,sensor_01,192.168.1.111,192.168.1.162,154,TCP,64,0.01,recon
2026-03-13T13:48:44.557181+00:00,sensor_01,192.168.1.111,192.168.1.56,173,TCP,64,0.01,recon
2026-03-13T13:48:45.847486+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:48:46.613311+00:00,sensor_01,192.168.1.111,192.168.1.236,184,TCP,64,0.01,recon
2026-03-13T13:48:48.655599+00:00,sensor_01,192.168.1.111,192.168.1.118,203,TCP,64,0.01,recon
2026-03-13T13:48:50.701088+00:00,sensor_01,192.168.1.111,192.168.1.110,205,TCP,64,0.01,recon
2026-03-13T13:48:52.750172+00:00,sensor_01,192.168.1.111,192.168.1.58,224,TCP,64,0.01,recon
2026-03-13T13:48:52.875927+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:48:54.795659+00:00,sensor_01,192.168.1.111,192.168.1.245,239,TCP,64,0.01,recon
2026-03-13T13:48:56.851273+00:00,sensor_01,192.168.1.111,192.168.1.56,259,TCP,64,0.01,recon
2026-03-13T13:48:58.893774+00:00,sensor_01,192.168.1.111,192.168.1.13,265,TCP,64,0.01,recon
2026-03-13T13:48:59.905869+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:00.936871+00:00,sensor_01,192.168.1.111,192.168.1.224,273,TCP,64,0.01,recon
2026-03-13T13:49:02.977072+00:00,sensor_01,192.168.1.111,192.168.1.82,291,TCP,64,0.01,recon
2026-03-13T13:49:05.024490+00:00,sensor_01,192.168.1.111,192.168.1.171,300,TCP,64,0.01,recon
2026-03-13T13:49:06.940090+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:07.054242+00:00,sensor_01,192.168.1.111,192.168.1.147,301,TCP,64,0.01,recon
2026-03-13T13:49:09.095392+00:00,sensor_01,192.168.1.111,192.168.1.55,307,TCP,64,0.01,recon
2026-03-13T13:49:11.138135+00:00,sensor_01,192.168.1.111,192.168.1.198,333,TCP,64,0.01,recon
2026-03-13T13:49:13.183753+00:00,sensor_01,192.168.1.111,192.168.1.30,339,TCP,64,0.01,recon
2026-03-13T13:49:14.007579+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:15.236531+00:00,sensor_01,192.168.1.111,192.168.1.109,343,TCP,64,0.01,recon
2026-03-13T13:49:17.286910+00:00,sensor_01,192.168.1.111,192.168.1.100,350,TCP,64,0.01,recon
2026-03-13T13:49:19.325886+00:00,sensor_01,192.168.1.111,192.168.1.120,351,TCP,64,0.01,recon
2026-03-13T13:49:21.039337+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:21.377924+00:00,sensor_01,192.168.1.111,192.168.1.14,376,TCP,64,0.01,recon
2026-03-13T13:49:23.430472+00:00,sensor_01,192.168.1.111,192.168.1.13,378,TCP,64,0.01,recon
2026-03-13T13:49:25.453976+00:00,sensor_01,192.168.1.111,192.168.1.103,388,TCP,64,0.01,recon
2026-03-13T13:49:27.496329+00:00,sensor_01,192.168.1.111,192.168.1.3,396,TCP,64,0.01,recon
2026-03-13T13:49:28.071077+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:29.540297+00:00,sensor_01,192.168.1.111,192.168.1.182,400,TCP,64,0.01,recon
2026-03-13T13:49:31.577329+00:00,sensor_01,192.168.1.111,192.168.1.189,401,TCP,64,0.01,recon
2026-03-13T13:49:33.619257+00:00,sensor_01,192.168.1.111,192.168.1.28,408,TCP,64,0.01,recon
2026-03-13T13:49:35.111369+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:35.657905+00:00,sensor_01,192.168.1.111,192.168.1.163,411,TCP,64,0.01,recon
2026-03-13T13:49:37.701903+00:00,sensor_01,192.168.1.111,192.168.1.98,422,TCP,64,0.01,recon
2026-03-13T13:49:39.740198+00:00,sensor_01,192.168.1.111,192.168.1.89,428,TCP,64,0.01,recon
2026-03-13T13:49:41.789111+00:00,sensor_01,192.168.1.111,192.168.1.245,431,TCP,64,0.01,recon
2026-03-13T13:49:42.135186+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:43.833791+00:00,sensor_01,192.168.1.111,192.168.1.52,432,TCP,64,0.01,recon
2026-03-13T13:49:45.872839+00:00,sensor_01,192.168.1.111,192.168.1.39,446,TCP,64,0.01,recon
2026-03-13T13:49:47.931335+00:00,sensor_01,192.168.1.111,192.168.1.55,447,TCP,64,0.01,recon
2026-03-13T13:49:49.170026+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:49.982048+00:00,sensor_01,192.168.1.111,192.168.1.167,470,TCP,64,0.01,recon
2026-03-13T13:49:52.017741+00:00,sensor_01,192.168.1.111,192.168.1.107,529,TCP,64,0.01,recon
2026-03-13T13:49:54.077822+00:00,sensor_01,192.168.1.111,192.168.1.243,546,TCP,64,0.01,recon
2026-03-13T13:49:56.113457+00:00,sensor_01,192.168.1.111,192.168.1.69,547,TCP,64,0.01,recon
2026-03-13T13:49:56.196318+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:49:58.144125+00:00,sensor_01,192.168.1.111,192.168.1.18,556,TCP,64,0.01,recon
2026-03-13T13:50:00.188560+00:00,sensor_01,192.168.1.111,192.168.1.95,559,TCP,64,0.01,recon
2026-03-13T13:50:02.217453+00:00,sensor_01,192.168.1.111,192.168.1.190,569,TCP,64,0.01,recon
2026-03-13T13:50:03.235515+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:50:04.262325+00:00,sensor_01,192.168.1.111,192.168.1.52,585,TCP,64,0.01,recon
2026-03-13T13:50:06.296087+00:00,sensor_01,192.168.1.111,192.168.1.208,598,TCP,64,0.01,recon
2026-03-13T13:50:08.320826+00:00,sensor_01,192.168.1.111,192.168.1.88,610,TCP,64,0.01,recon
2026-03-13T13:50:10.261096+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:50:10.363466+00:00,sensor_01,192.168.1.111,192.168.1.253,628,TCP,64,0.01,recon
2026-03-13T13:50:12.411628+00:00,sensor_01,192.168.1.111,192.168.1.187,644,TCP,64,0.01,recon
2026-03-13T13:50:14.445420+00:00,sensor_01,192.168.1.111,192.168.1.213,645,TCP,64,0.01,recon
2026-03-13T13:50:16.489206+00:00,sensor_01,192.168.1.111,192.168.1.18,648,TCP,64,0.01,recon
2026-03-13T13:50:17.292935+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:50:18.536727+00:00,sensor_01,192.168.1.111,192.168.1.219,664,TCP,64,0.01,recon
2026-03-13T13:50:20.596048+00:00,sensor_01,192.168.1.111,192.168.1.95,676,TCP,64,0.01,recon
2026-03-13T13:50:22.662541+00:00,sensor_01,192.168.1.111,192.168.1.152,683,TCP,64,0.01,recon
2026-03-13T13:50:24.342321+00:00,camera_02,192.168.1.102,185.15.59.224,53,UDP,512,0.05,c2_beaconing
2026-03-13T13:50:24.736528+00:00,sensor_01,192.168.1.111,192.168.1.177,695,TCP,64,0.01,recon
2026-03-13T13:50:26.791300+00:00,sensor_01,192.168.1.111,192.168.1.155,696,TCP,64,0.01,recon
2026-03-13T13:50:28.839565+00:00,sensor_01,192.168.1.111,192.168.1.140,704,TCP,64,0.01,recon
2026-03-13T13:50:30.898414+00:00,sensor_01,192.168.1.111,192.168.1.158,708,TCP,64,0.01,recon
2026-03-13T13:50:32.951064+00:00,sensor_01,192.168.1.111,192.168.1.41,714,TCP,64,0.01,recon
2026-03-13T13:50:34.998690+00:00,sensor_01,192.168.1.111,192.168.1.69,719,TCP,64,0.01,recon
2026-03-13T13:50:37.038511+00:00,sensor_01,192.168.1.111,192.168.1.15,723,TCP,64,0.01,recon
2026-03-13T13:50:39.094075+00:00,sensor_01,192.168.1.111,192.168.1.177,737,TCP,64,0.01,recon
2026-03-13T13:50:41.159362+00:00,sensor_01,192.168.1.111,192.168.1.204,742,TCP,64,0.01,recon
2026-03-13T13:50:43.229086+00:00,sensor_01,192.168.1.111,192.168.1.61,749,TCP,64,0.01,recon
2026-03-13T13:50:45.271291+00:00,sensor_01,192.168.1.111,192.168.1.199,751,TCP,64,0.01,recon
2026-03-13T13:50:47.328242+00:00,sensor_01,192.168.1.111,192.168.1.236,753,TCP,64,0.01,recon
2026-03-13T13:50:49.383020+00:00,sensor_01,192.168.1.111,192.168.1.119,765,TCP,64,0.01,recon
2026-03-13T13:50:51.447728+00:00,sensor_01,192.168.1.111,192.168.1.214,767,TCP,64,0.01,recon
2026-03-13T13:50:53.510123+00:00,sensor_01,192.168.1.111,192.168.1.125,784,TCP,64,0.01,recon
2026-03-13T13:50:55.561362+00:00,sensor_01,192.168.1.111,192.168.1.234,790,TCP,64,0.01,recon
2026-03-13T13:50:57.613891+00:00,sensor_01,192.168.1.111,192.168.1.199,809,TCP,64,0.01,recon
2026-03-13T13:50:59.688882+00:00,sensor_01,192.168.1.111,192.168.1.216,813,TCP,64,0.01,recon
2026-03-13T13:51:01.748039+00:00,sensor_01,192.168.1.111,192.168.1.40,815,TCP,64,0.01,recon
2026-03-13T13:51:03.807973+00:00,sensor_01,192.168.1.111,192.168.1.39,816,TCP,64,0.01,recon
2026-03-13T13:51:05.844547+00:00,sensor_01,192.168.1.111,192.168.1.52,817,TCP,64,0.01,recon
2026-03-13T13:51:07.895106+00:00,sensor_01,192.168.1.111,192.168.1.203,855,TCP,64,0.01,recon
2026-03-13T13:51:09.969124+00:00,sensor_01,192.168.1.111,192.168.1.39,857,TCP,64,0.01,recon
2026-03-13T13:51:12.032165+00:00,sensor_01,192.168.1.111,192.168.1.214,861,TCP,64,0.01,recon
2026-03-13T13:51:14.083050+00:00,sensor_01,192.168.1.111,192.168.1.111,862,TCP,64,0.01,recon
2026-03-13T13:51:16.121279+00:00,sensor_01,192.168.1.111,192.168.1.191,872,TCP,64,0.01,recon
2026-03-13T13:51:18.176443+00:00,sensor_01,192.168.1.111,192.168.1.36,893,TCP,64,0.01,recon
2026-03-13T13:51:20.248555+00:00,sensor_01,192.168.1.111,192.168.1.82,896,TCP,64,0.01,recon
2026-03-13T13:51:22.318351+00:00,sensor_01,192.168.1.111,192.168.1.228,908,TCP,64,0.01,recon
2026-03-13T13:51:24.361703+00:00,sensor_01,192.168.1.111,192.168.1.242,914,TCP,64,0.01,recon
2026-03-13T13:51:26.413769+00:00,sensor_01,192.168.1.111,192.168.1.76,915,TCP,64,0.01,recon
2026-03-13T13:51:28.444544+00:00,sensor_01,192.168.1.111,192.168.1.161,935,TCP,64,0.01,recon
2026-03-13T13:51:30.502485+00:00,sensor_01,192.168.1.111,192.168.1.224,946,TCP,64,0.01,recon
2026-03-13T13:51:32.553265+00:00,sensor_01,192.168.1.111,192.168.1.221,964,TCP,64,0.01,recon
2026-03-13T13:51:34.609006+00:00,sensor_01,192.168.1.111,192.168.1.252,973,TCP,64,0.01,recon
2026-03-13T13:51:36.657376+00:00,sensor_01,192.168.1.111,192.168.1.110,980,TCP,64,0.01,recon
2026-03-13T13:51:38.704381+00:00,sensor_01,192.168.1.111,192.168.1.208,1013,TCP,64,0.01,recon
2026-03-13T13:51:40.739528+00:00,sensor_01,192.168.1.111,192.168.1.227,1017,TCP,64,0.01,recon
2026-03-13T13:51:42.788924+00:00,sensor_01,192.168.1.111,192.168.1.204,1021,TCP,64,0.01,recon
2026-03-13T13:58:33.954756+00:00,camera_01,192.168.1.101,104.21.34.44,443,TCP,139885,1.594457113920893,normal
2026-03-13T13:58:35.986328+00:00,camera_02,192.168.1.102,104.21.34.29,443,TCP,94859,1.711771880667274,normal
2026-03-13T13:58:40.626574+00:00,camera_01,192.168.1.101,104.21.34.19,443,TCP,105178,1.1410489953171914,normal
2026-03-13T13:58:42.667501+00:00,camera_02,192.168.1.102,104.21.34.36,443,TCP,115044,1.0421506894713377,normal
2026-03-13T13:58:47.136786+00:00,camera_01,192.168.1.101,104.21.34.46,443,TCP,82413,1.8998134891213685,normal
2026-03-13T13:58:49.169672+00:00,camera_02,192.168.1.102,104.21.34.40,443,TCP,107683,1.0180870780214215,normal
2026-03-13T13:58:53.945031+00:00,camera_01,192.168.1.101,104.21.34.42,443,TCP,78477,0.4830674561367545,normal
2026-03-13T13:58:55.980710+00:00,camera_02,192.168.1.102,104.21.34.43,443,TCP,142675,1.6475663185612983,normal
2026-03-13T13:58:59.234421+00:00,camera_01,192.168.1.101,104.21.34.46,443,TCP,126631,1.4024745950525912,normal
2026-03-13T13:59:01.266851+00:00,camera_02,192.168.1.102,104.21.34.14,443,TCP,144024,1.5442183622672525,normal
2026-03-13T13:59:04.559559+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,84269,0.8075384738135494,normal
2026-03-13T13:59:06.594366+00:00,camera_02,192.168.1.102,104.21.34.15,443,TCP,108013,1.3863995280094763,normal
2026-03-13T13:59:10.862222+00:00,camera_01,192.168.1.101,104.21.34.46,443,TCP,120398,0.8019233099901302,normal
2026-03-13T13:59:12.902640+00:00,camera_02,192.168.1.102,104.21.34.47,443,TCP,84900,1.9840356808209167,normal
2026-03-13T13:59:17.278788+00:00,camera_01,192.168.1.101,104.21.34.43,443,TCP,119871,1.3278761195750202,normal
2026-03-13T13:59:19.301075+00:00,camera_02,192.168.1.102,104.21.34.11,443,TCP,117654,1.4896056722633584,normal
2026-03-13T13:59:22.372688+00:00,camera_01,192.168.1.101,104.21.34.11,443,TCP,110269,0.7978609949680359,normal
2026-03-13T13:59:24.397414+00:00,camera_02,192.168.1.102,104.21.34.15,443,TCP,100236,1.0843238900855146,normal
2026-03-13T13:59:28.139515+00:00,camera_01,192.168.1.101,104.21.34.27,443,TCP,58054,1.821764002189548,normal
2026-03-13T13:59:30.167611+00:00,camera_02,192.168.1.102,104.21.34.28,443,TCP,122703,1.114054581126796,normal
2026-03-13T13:59:33.587905+00:00,camera_01,192.168.1.101,104.21.34.38,443,TCP,123694,0.6760253840152716,normal
2026-03-13T13:59:33.746906+00:00,sensor_02,192.168.1.112,192.168.1.179,3,TCP,64,0.01,recon
2026-03-13T13:59:35.624314+00:00,camera_02,192.168.1.102,104.21.34.31,443,TCP,112266,0.3309838758016667,normal
2026-03-13T13:59:35.787396+00:00,sensor_02,192.168.1.112,192.168.1.211,22,TCP,64,0.01,recon
2026-03-13T13:59:37.839792+00:00,sensor_02,192.168.1.112,192.168.1.254,23,TCP,64,0.01,recon
2026-03-13T13:59:38.799840+00:00,camera_01,192.168.1.101,104.21.34.27,443,TCP,99479,0.1962617048889539,normal
2026-03-13T13:59:39.888546+00:00,sensor_02,192.168.1.112,192.168.1.130,29,TCP,64,0.01,recon
2026-03-13T13:59:40.820035+00:00,camera_02,192.168.1.102,104.21.34.40,443,TCP,120707,1.9152343893619923,normal
2026-03-13T13:59:41.929284+00:00,sensor_02,192.168.1.112,192.168.1.53,38,TCP,64,0.01,recon
2026-03-13T13:59:43.968796+00:00,sensor_02,192.168.1.112,192.168.1.13,50,TCP,64,0.01,recon
2026-03-13T13:59:45.215425+00:00,camera_01,192.168.1.101,104.21.34.44,443,TCP,145870,1.890551217539724,normal
2026-03-13T13:59:46.008998+00:00,sensor_02,192.168.1.112,192.168.1.9,71,TCP,64,0.01,recon
2026-03-13T13:59:47.250741+00:00,camera_02,192.168.1.102,104.21.34.45,443,TCP,67291,0.1637587132021394,normal
2026-03-13T13:59:48.063801+00:00,sensor_02,192.168.1.112,192.168.1.45,89,TCP,64,0.01,recon
2026-03-13T13:59:50.113898+00:00,sensor_02,192.168.1.112,192.168.1.27,92,TCP,64,0.01,recon
2026-03-13T13:59:50.694790+00:00,camera_01,192.168.1.101,104.21.34.22,443,TCP,111538,0.6293286158245995,normal
2026-03-13T13:59:52.171547+00:00,sensor_02,192.168.1.112,192.168.1.122,104,TCP,64,0.01,recon
2026-03-13T13:59:52.734235+00:00,camera_02,192.168.1.102,104.21.34.24,443,TCP,90260,1.384977921657898,normal
2026-03-13T13:59:54.217537+00:00,sensor_02,192.168.1.112,192.168.1.182,129,TCP,64,0.01,recon
2026-03-13T13:59:56.264869+00:00,sensor_02,192.168.1.112,192.168.1.187,176,TCP,64,0.01,recon
2026-03-13T13:59:57.401394+00:00,camera_01,192.168.1.101,104.21.34.42,443,TCP,81655,1.2665510135287998,normal
2026-03-13T13:59:58.310423+00:00,sensor_02,192.168.1.112,192.168.1.68,178,TCP,64,0.01,recon
2026-03-13T13:59:59.438636+00:00,camera_02,192.168.1.102,104.21.34.42,443,TCP,117756,1.0575837380424222,normal
2026-03-13T14:00:00.346684+00:00,sensor_02,192.168.1.112,192.168.1.70,182,TCP,64,0.01,recon
2026-03-13T14:00:02.371486+00:00,sensor_02,192.168.1.112,192.168.1.30,190,TCP,64,0.01,recon
2026-03-13T14:00:04.248543+00:00,camera_01,192.168.1.101,104.21.34.16,443,TCP,96600,0.8496968359690048,normal
2026-03-13T14:00:04.422303+00:00,sensor_02,192.168.1.112,192.168.1.250,203,TCP,64,0.01,recon
2026-03-13T14:00:06.271542+00:00,camera_02,192.168.1.102,104.21.34.47,443,TCP,122839,1.7020796367985178,normal
2026-03-13T14:00:06.468459+00:00,sensor_02,192.168.1.112,192.168.1.109,214,TCP,64,0.01,recon
2026-03-13T14:00:08.509500+00:00,sensor_02,192.168.1.112,192.168.1.230,227,TCP,64,0.01,recon
2026-03-13T14:00:10.560783+00:00,sensor_02,192.168.1.112,192.168.1.126,235,TCP,64,0.01,recon
2026-03-13T14:00:11.280113+00:00,camera_01,192.168.1.101,104.21.34.31,443,TCP,96887,1.5092727757990656,normal
2026-03-13T14:00:12.611850+00:00,sensor_02,192.168.1.112,192.168.1.112,242,TCP,64,0.01,recon
2026-03-13T14:00:13.315892+00:00,camera_02,192.168.1.102,104.21.34.35,443,TCP,77993,1.982811018732893,normal
2026-03-13T14:00:14.637318+00:00,sensor_02,192.168.1.112,192.168.1.115,244,TCP,64,0.01,recon
2026-03-13T14:00:16.680134+00:00,sensor_02,192.168.1.112,192.168.1.189,251,TCP,64,0.01,recon
2026-03-13T14:00:16.810195+00:00,camera_01,192.168.1.101,104.21.34.24,443,TCP,114491,1.6182591666003596,normal
2026-03-13T14:00:18.703049+00:00,sensor_02,192.168.1.112,192.168.1.191,261,TCP,64,0.01,recon
2026-03-13T14:00:18.831572+00:00,camera_02,192.168.1.102,104.21.34.29,443,TCP,65908,0.9736953206946968,normal
2026-03-13T14:00:20.753261+00:00,sensor_02,192.168.1.112,192.168.1.195,281,TCP,64,0.01,recon
2026-03-13T14:00:22.796696+00:00,sensor_02,192.168.1.112,192.168.1.108,292,TCP,64,0.01,recon
2026-03-13T14:00:23.358599+00:00,camera_01,192.168.1.101,104.21.34.20,443,TCP,82263,0.593530652354614,normal
2026-03-13T14:00:24.835289+00:00,sensor_02,192.168.1.112,192.168.1.237,305,TCP,64,0.01,recon
2026-03-13T14:00:25.389786+00:00,camera_02,192.168.1.102,104.21.34.39,443,TCP,72370,1.5631560841202885,normal
2026-03-13T14:00:26.873787+00:00,sensor_02,192.168.1.112,192.168.1.14,307,TCP,64,0.01,recon
2026-03-13T14:00:28.912392+00:00,sensor_02,192.168.1.112,192.168.1.157,310,TCP,64,0.01,recon
2026-03-13T14:00:28.979435+00:00,camera_01,192.168.1.101,104.21.34.18,443,TCP,109472,0.7879404118524181,normal
2026-03-13T14:00:30.966618+00:00,sensor_02,192.168.1.112,192.168.1.99,315,TCP,64,0.01,recon
2026-03-13T14:00:31.012600+00:00,camera_02,192.168.1.102,104.21.34.14,443,TCP,80414,1.1789673561601277,normal
2026-03-13T14:00:33.000696+00:00,sensor_02,192.168.1.112,192.168.1.233,347,TCP,64,0.01,recon
2026-03-13T14:00:34.541992+00:00,camera_01,192.168.1.101,104.21.34.15,443,TCP,116718,1.2790797391618187,normal
2026-03-13T14:00:35.040226+00:00,sensor_02,192.168.1.112,192.168.1.45,349,TCP,64,0.01,recon
2026-03-13T14:00:36.569872+00:00,camera_02,192.168.1.102,104.21.34.34,443,TCP,136613,0.8729421911955769,normal
2026-03-13T14:00:37.133679+00:00,sensor_02,192.168.1.112,192.168.1.229,356,TCP,64,0.01,recon
2026-03-13T14:00:39.241642+00:00,sensor_02,192.168.1.112,192.168.1.88,360,TCP,64,0.01,recon
2026-03-13T14:00:40.591259+00:00,camera_01,192.168.1.101,104.21.34.41,443,TCP,76327,0.7488296282053161,normal
2026-03-13T14:00:41.303431+00:00,sensor_02,192.168.1.112,192.168.1.47,380,TCP,64,0.01,recon
2026-03-13T14:00:42.626053+00:00,camera_02,192.168.1.102,104.21.34.16,443,TCP,125598,1.1230799903051558,normal
2026-03-13T14:00:43.360931+00:00,sensor_02,192.168.1.112,192.168.1.18,429,TCP,64,0.01,recon
2026-03-13T14:00:45.433846+00:00,sensor_02,192.168.1.112,192.168.1.105,431,TCP,64,0.01,recon
2026-03-13T14:00:47.078389+00:00,camera_01,192.168.1.101,104.21.34.49,443,TCP,77332,1.420703867526148,normal
2026-03-13T14:00:47.488473+00:00,sensor_02,192.168.1.112,192.168.1.160,441,TCP,64,0.01,recon
2026-03-13T14:00:49.127365+00:00,camera_02,192.168.1.102,104.21.34.40,443,TCP,90326,0.2385103484431535,normal
2026-03-13T14:00:49.554775+00:00,sensor_02,192.168.1.112,192.168.1.197,448,TCP,64,0.01,recon
2026-03-13T14:00:51.629469+00:00,sensor_02,192.168.1.112,192.168.1.2,449,TCP,64,0.01,recon
2026-03-13T14:00:53.159508+00:00,camera_01,192.168.1.101,104.21.34.24,443,TCP,79899,0.6002872650956449,normal
2026-03-13T14:00:53.702962+00:00,sensor_02,192.168.1.112,192.168.1.176,451,TCP,64,0.01,recon
2026-03-13T14:00:55.194509+00:00,camera_02,192.168.1.102,104.21.34.33,443,TCP,79639,0.5331382455045703,normal
2026-03-13T14:00:55.739031+00:00,sensor_02,192.168.1.112,192.168.1.81,456,TCP,64,0.01,recon
2026-03-13T14:00:57.813484+00:00,sensor_02,192.168.1.112,192.168.1.238,458,TCP,64,0.01,recon
2026-03-13T14:00:59.867653+00:00,sensor_02,192.168.1.112,192.168.1.31,484,TCP,64,0.01,recon
2026-03-13T14:01:00.097595+00:00,camera_01,192.168.1.101,104.21.34.14,443,TCP,74718,1.6329951315142135,normal
2026-03-13T14:01:01.936099+00:00,sensor_02,192.168.1.112,192.168.1.97,510,TCP,64,0.01,recon
2026-03-13T14:01:02.139687+00:00,camera_02,192.168.1.102,104.21.34.32,443,TCP,125170,0.1122812004316655,normal
2026-03-13T14:01:04.009841+00:00,sensor_02,192.168.1.112,192.168.1.12,528,TCP,64,0.01,recon
2026-03-13T14:01:05.860186+00:00,camera_01,192.168.1.101,104.21.34.16,443,TCP,149276,1.388954098264444,normal
2026-03-13T14:01:06.082460+00:00,sensor_02,192.168.1.112,192.168.1.68,529,TCP,64,0.01,recon
2026-03-13T14:01:07.904326+00:00,camera_02,192.168.1.102,104.21.34.22,443,TCP,56148,1.129255950690352,normal
2026-03-13T14:01:08.154316+00:00,sensor_02,192.168.1.112,192.168.1.188,534,TCP,64,0.01,recon
2026-03-13T14:01:10.202400+00:00,sensor_02,192.168.1.112,192.168.1.38,538,TCP,64,0.01,recon
2026-03-13T14:01:11.946970+00:00,camera_01,192.168.1.101,104.21.34.37,443,TCP,108403,0.7714590259795179,normal
2026-03-13T14:01:12.263125+00:00,sensor_02,192.168.1.112,192.168.1.41,541,TCP,64,0.01,recon
2026-03-13T14:01:13.988958+00:00,camera_02,192.168.1.102,104.21.34.19,443,TCP,113018,1.0725387684282537,normal
2026-03-13T14:01:14.315730+00:00,sensor_02,192.168.1.112,192.168.1.172,552,TCP,64,0.01,recon
2026-03-13T14:01:16.367951+00:00,sensor_02,192.168.1.112,192.168.1.55,565,TCP,64,0.01,recon
2026-03-13T14:01:18.411396+00:00,sensor_02,192.168.1.112,192.168.1.250,578,TCP,64,0.01,recon
2026-03-13T14:01:18.768199+00:00,camera_01,192.168.1.101,104.21.34.50,443,TCP,89270,0.6388857687530278,normal
2026-03-13T14:01:20.459608+00:00,sensor_02,192.168.1.112,192.168.1.9,582,TCP,64,0.01,recon
2026-03-13T14:01:20.796418+00:00,camera_02,192.168.1.102,104.21.34.36,443,TCP,114781,1.4009245270869222,normal
2026-03-13T14:01:22.507247+00:00,sensor_02,192.168.1.112,192.168.1.15,584,TCP,64,0.01,recon
2026-03-13T14:01:24.544726+00:00,sensor_02,192.168.1.112,192.168.1.55,597,TCP,64,0.01,recon
2026-03-13T14:01:25.781585+00:00,camera_01,192.168.1.101,104.21.34.42,443,TCP,78977,1.588853949354006,normal
2026-03-13T14:01:26.597892+00:00,sensor_02,192.168.1.112,192.168.1.45,615,TCP,64,0.01,recon
2026-03-13T14:01:27.816876+00:00,camera_02,192.168.1.102,104.21.34.12,443,TCP,127286,0.6754762846135078,normal
2026-03-13T14:01:28.644898+00:00,sensor_02,192.168.1.112,192.168.1.30,616,TCP,64,0.01,recon
2026-03-13T14:01:30.701497+00:00,sensor_02,192.168.1.112,192.168.1.231,621,TCP,64,0.01,recon
2026-03-13T14:01:32.568661+00:00,camera_01,192.168.1.101,104.21.34.47,443,TCP,118869,0.7062324277867378,normal
2026-03-13T14:01:32.741248+00:00,sensor_02,192.168.1.112,192.168.1.19,623,TCP,64,0.01,recon
2026-03-13T14:01:34.604759+00:00,camera_02,192.168.1.102,104.21.34.40,443,TCP,97903,0.4653867854108277,normal
2026-03-13T14:01:34.773898+00:00,sensor_02,192.168.1.112,192.168.1.145,640,TCP,64,0.01,recon
